---,Name,Star,SemiMajorAu,Eccentricity,InclinationDeg,PeriodDays,RadiusEarth,MassEarth,EqTempK,DiscoveryYear
Kepler_971_b,Kepler-971 b,Kepler_971,0.08679,0,88.99,9.59071,2.13,5.18,1087,2016
Kepler_972_b,Kepler-972 b,Kepler_972,0.0734,0,81.05,7.03933,4.65,19.5,1060,2016
Kepler_973_b,Kepler-973 b,Kepler_973,0.2489,0,89.5,49.6077,1.96,4.5,402,2016
KOI_1843_03,KOI-1843.03,Kepler_974,0.005,0,72,0.176891,0.61,8,1654,2013
Kepler_974_b,Kepler-974 b,Kepler_974,0.0419,0,85.09,4.1945,1.57,3.09,577,2016
Kepler_975_b,Kepler-975 b,Kepler_975,0.02898,0,79.56,1.97034,1.48,2.79,1599,2016
Kepler_975_c,Kepler-975 c,Kepler_975,0.0567,0,85.01,5.05821,10.69,80.2,1168,2023
Kepler_976_b,Kepler-976 b,Kepler_976,0.4217,0,89.84,105.956,3.96,14.9,324,2016
Kepler_977_b,Kepler-977 b,Kepler_977,0.162,0,89.99,26.8533,2.62,7.37,544,2016
Kepler_978_b,Kepler-978 b,Kepler_978,0.2726,0,87.52,49.6222,2.99,9.22,546,2016
Kepler_979_b,Kepler-979 b,Kepler_979,0.0753,0,88.23,8.08801,2.72,7.85,792,2016
Kepler_98_b,Kepler-98 b,Kepler_98,0.02614,0,86.47,1.54168,1.99,3.55,1592,2014
Kepler_980_b,Kepler-980 b,Kepler_980,0.09993,0,88.79,11.551,2.67,7.61,845,2016
Kepler_981_b,Kepler-981 b,Kepler_981,0.0535,0,88.32,4.46976,2.31,5.95,1103,2016
Kepler_982_b,Kepler-982 b,Kepler_982,0.1277,0,89.92,15.7738,2.25,5.69,955,2016
Kepler_983_b,Kepler-983 b,Kepler_983,0.3148,0,88.93,60.0855,2.36,6.17,485,2016
Kepler_984_b,Kepler-984 b,Kepler_984,0.23688,0,88.07,43.0342,2.12,5.14,484,2016
Kepler_985_b,Kepler-985 b,Kepler_985,0.44664,0,89.99,116.332,2.98,9.17,323,2016
Kepler_986_b,Kepler-986 b,Kepler_986,0.29131,0,89.99,56.435,2.36,6.17,465,2016
Kepler_987_b,Kepler-987 b,Kepler_987,0.4238,0,89.99,105.303,3.26,10.7,351,2016
Kepler_988_b,Kepler-988 b,Kepler_988,0.1085,0,89.46,17.7608,2.07,4.94,368,2016
Kepler_989_b,Kepler-989 b,Kepler_989,0.0734,0,89.73,7.96432,2.21,5.52,805,2016
Kepler_99_b,Kepler-99 b,Kepler_99,0.05071,0,89.05,4.60358,1.48,6.15,810,2014
Kepler_990_c,Kepler-990 c,Kepler_990,0.01232,0,82.87,0.538354,1.53,2.96,2386,2016
Kepler_990_b,Kepler-990 b,Kepler_990,0.08595,0,87.06,9.91723,2.6,7.27,903,2016
Kepler_991_b,Kepler-991 b,Kepler_991,0.3104,0,89.99,82.5343,2.54,6.99,260,2016
Kepler_992_b,Kepler-992 b,Kepler_992,0.13372,0,86.39,20.1603,1.62,3.26,510,2016
Kepler_993_b,Kepler-993 b,Kepler_993,0.13,0,89.41,22.0856,2.97,9.11,352,2016
Kepler_994_b,Kepler-994 b,Kepler_994,0.0177,0,89.8,1.15117,1.6,3.19,957,2016
Kepler_995_b,Kepler-995 b,Kepler_995,0.1701,0,89.99,28.2673,2.7,7.75,517,2016
Kepler_996_b,Kepler-996 b,Kepler_996,0.0474,0,89.02,3.77059,1.98,4.58,1272,2016
Kepler_997_b,Kepler-997 b,Kepler_997,0.04022,0,89.93,2.70731,1.36,2.42,1709,2016
Kepler_998_b,Kepler-998 b,Kepler_998,0.0626,0,88.77,5.65378,2.32,5.99,1020,2016
Kepler_999_b,Kepler-999 b,Kepler_999,0.06918,0,85.77,5.99186,2.34,6.08,1355,2016
L_168_9_b,L 168-9 b,L_168_9,0.0208,0,84.27,1.40153,1.63,4.07,998,2020
L_363_38_b,L 363-38 b,L_363_38,0.048,0,90,8.781,2,4.67,330,2023
L_98_59_b,L 98-59 b,L_98_59,0.0223,0.031,88.08,2.25311,0.837,0.46,620,2019
L_98_59_c,L 98-59 c,L_98_59,0.0309,0.002,88.88,3.69068,1.329,2,526,2019
L_98_59_d,L 98-59 d,L_98_59,0.0494,0.006,88.44,7.45073,1.627,1.64,416,2019
L_98_59_e,L 98-59 e,L_98_59,0.0712,0.012,80,12.8278,1.49,2.82,347,2021
L_98_59_f,L 98-59 f,L_98_59,0.1052,0.044,74,23.064,1.48,2.8,285,2025
LHS_1140_c,LHS 1140 c,LHS_1140,0.027,0.05,89.8,3.77794,1.272,1.91,422,2018
LHS_1140_b,LHS 1140 b,LHS_1140,0.0946,0.043,89.86,24.7372,1.73,5.6,226,2017
LHS_1478_b,LHS 1478 b,LHS_1478,0.01872,0.038,87.69,1.94954,1.174,2.27,597.3,2021
LHS_1678_b,LHS 1678 b,LHS_1678,0.01239,0.033,88.53,0.860232,0.685,0.35,830.44,2021
LHS_1678_c,LHS 1678 c,LHS_1678,0.0327,0.039,88.82,3.69428,0.941,1.4,510.9,2021
LHS_1678_d,LHS 1678 d,LHS_1678,0.04,0.036,88.31,4.96522,0.981,0.907,462.95,2024
LHS_1815_b,LHS 1815 b,LHS_1815,0.0404,0,88.125,3.81433,1.088,1.58,617,2020
LHS_1903_b,LHS 1903 b,LHS_1903,0.02656,0.015,90,2.15551,1.382,3.28,796,2026
LHS_1903_c,LHS 1903 c,LHS_1903,0.05387,0.089,90,6.22619,2.046,4.55,559,2026
LHS_1903_d,LHS 1903 d,LHS_1903,0.08604,0.112,90,12.5663,2.5,5.96,442,2026
LHS_1903_e,LHS 1903 e,LHS_1903,0.15135,0.014,90,29.3177,1.732,5.79,333,2026
LHS_3154_b,LHS 3154 b,LHS_3154,0.02262,0.076,90,3.71778,3.69,13.15,343.83,2023
LHS_3844_b,LHS 3844 b,LHS_3844,0.00624,0,88.9,0.46293,1.286,2.37,816,2019
LHS_475_b,LHS 475 b,LHS_475,0.02037,0,87.194,2.02909,0.991,0.941,586,2023
LP_261_75_b,LP 261-75 b,LP_261_75_A,450,0,90,-1,12.1,6674.4,1500,2006
LP_714_47_b,LP 714-47 b,LP_714_47,0.04056,0.022,87.5,4.05203,4.25,28.38,722.8,2020
LP_791_18_b,LP 791-18 b,LP_791_18,0.00978,0,88.37,0.947998,1.212,1.94,564.3,2019
LP_791_18_d,LP 791-18 d,LP_791_18,0.01992,0.0011,89.34,2.75485,1.032,0.91,395.5,2023
LP_791_18_c,LP 791-18 c,LP_791_18,0.02961,0.0001,89.94,4.98991,2.488,7.16,324.4,2019
LP_890_9_b,LP 890-9 b,LP_890_9,0.01875,0,89.67,2.7299,1.32,13.2,396,2022
LP_890_9_c,LP 890-9 c,LP_890_9,0.03984,0,89.287,8.45746,1.367,25.3,272,2022
LSPM_J2116_0234_b,LSPM J2116+0234 b,LSPM_J2116_0234,0.0876,0.183,90,14.4399,3.71,13.3,371.68,2019
LTT_1445_A_c,LTT 1445 A c,LTT_1445_A,0.02661,0.223,87.43,3.1239,1.147,1.54,508,2022
LTT_1445_A_b,LTT 1445 A b,LTT_1445_A,0.0381,0.18,89.53,5.35876,1.34,2.73,431,2019
LTT_3780_b,LTT 3780 b,LTT_3780,0.01195,0,86.1,0.768379,1.325,2.46,903,2020
LTT_3780_c,LTT 3780 c,LTT_3780,0.0757,0.024,88.958,12.2523,2.39,8.04,359,2020
LTT_9779_b,LTT 9779 b,LTT_9779,0.01679,0,76.39,0.792052,4.72,29.32,1978,2020
LkCa_15_b,LkCa 15 b,LkCa_15,14.7,0,50,-1,-1,-1,66.87,2015
LkCa_15_c,LkCa 15 c,LkCa_15,18.6,0,50,-1,-1,-1,59.45,2015
Luhman_16_b,Luhman 16 b,Luhman_16_A,3.52,0.344,79.92,9697,11.9,9344.16,-1,2017
Lupus_TR_3_b,Lupus-TR-3 b,Lupus_TR_3,0.0464,0,88.3,3.91405,9.976,257.431,1013.56,2007
M62H_b,M62H b,M62H,-1,0,90,0.132935,-1,785.036,-1,2024
MASCARA_1_b,MASCARA-1 b,MASCARA_1,0.040352,0.00034,88.45,2.14877,17.9007,1175.97,2594.3,2017
MASCARA_4_b,MASCARA-4 b,MASCARA_4,0.0474,0,86.89,2.82409,16.9816,532.363,2250,2020
MOA_2007_BLG_192L_b,MOA-2007-BLG-192L b,MOA_2007_BLG_192L,2.02,0,90,-1,3.58,12.49,-1,2008
MOA_2007_BLG_400L_b,MOA-2007-BLG-400L b,MOA_2007_BLG_400L,5.9,0,90,-1,13.5,540.308,34,2008
MOA_2008_BLG_310L_b,MOA-2008-BLG-310L b,MOA_2008_BLG_310L,1.1,0,90,-1,5.18,23.4,-1,2009
MOA_2008_BLG_379L_b,MOA-2008-BLG-379L b,MOA_2008_BLG_379L,2.7,0,90,-1,13,1300,-1,2013
MOA_2009_BLG_266L_b,MOA-2009-BLG-266L b,MOA_2009_BLG_266L,3.2,0,90,2800,3.21,10.4,-1,2011
MOA_2009_BLG_319L_b,MOA-2009-BLG-319L b,MOA_2009_BLG_319L,2.03,0,90,-1,9.64,67.3,-1,2010
MOA_2009_BLG_387L_b,MOA-2009-BLG-387L b,MOA_2009_BLG_387L,1.8,0,52,1980,13.2,830,-1,2010
MOA_2010_BLG_073L_b,MOA-2010-BLG-073L b,MOA_2010_BLG_073L,1.21,0,90,-1,12.4,3500,-1,2012
MOA_2010_BLG_117L_b,MOA-2010-BLG-117L b,MOA_2010_BLG_117L,2.42,0,90,-1,14.2,170,-1,2018
MOA_2010_BLG_328L_b,MOA-2010-BLG-328L b,MOA_2010_BLG_328L,0.92,0,90,-1,2.99,9.2,-1,2013
MOA_2010_BLG_353L_b,MOA-2010-BLG-353L b,MOA_2010_BLG_353L,1.72,0,90,-1,11.1,86,-1,2015
MOA_2010_BLG_477L_b,MOA-2010-BLG-477L b,MOA_2010_BLG_477L,2,0,90,-1,13.6,480,-1,2012
MOA_2011_BLG_028L_b,MOA-2011-BLG-028L b,MOA_2011_BLG_028L,4.14,0,90,-1,5.99,30,-1,2016
MOA_2011_BLG_262L_b,MOA-2011-BLG-262L b,MOA_2011_BLG_262L,0.95,0,90,-1,4.29,17,-1,2014
MOA_2011_BLG_291L_b,MOA-2011-BLG-291L b,MOA_2011_BLG_291L,0.69,0,90,-1,4.43,18,-1,2018
MOA_2011_BLG_293L_b,MOA-2011-BLG-293L b,MOA_2011_BLG_293L,1.1,0,90,3000,12.9,1500,-1,2012
MOA_2011_BLG_322L_b,MOA-2011-BLG-322L b,MOA_2011_BLG_322L,4.3,0,90,-1,12.4,3690,-1,2013
MOA_2012_BLG_006L_b,MOA-2012-BLG-006L b,MOA_2012_BLG_006L,10.2,0,90,-1,12.6,2700,-1,2017
MOA_2012_BLG_505L_b,MOA-2012-BLG-505L b,MOA_2012_BLG_505L,0.9,0,90,-1,2.48,6.7,-1,2017
MOA_2013_BLG_220L_b,MOA-2013-BLG-220L b,MOA_2013_BLG_220L,3.03,0,90,-1,13.2,871,-1,2014
MOA_2013_BLG_605L_b,MOA-2013-BLG-605L b,MOA_2013_BLG_605L,0.93,0,90,-1,1.62,3.24,-1,2016
MOA_2015_BLG_337L_b,MOA-2015-BLG-337L b,MOA_2015_BLG_337L,0.24,0,90,-1,6.42,33.7,-1,2018
MOA_2016_BLG_227L_b,MOA-2016-BLG-227L b,MOA_2016_BLG_227L,1.39,0,90,-1,13.2,890,-1,2017
MOA_2016_BLG_319L_b,MOA-2016-BLG-319L b,MOA_2016_BLG_319L,0.95,0,90,-1,14.1,200,-1,2018
MOA_2016_BLG_526L_b,MOA-2016-BLG-526L b,MOA_2016_BLG_526L,2.07,0,90,-1,3.97,14.9379,-1,2024
MOA_2019_BLG_008L_b,MOA-2019-BLG-008L b,MOA_2019_BLG_008L,-1,0,90,-1,12.2,5720.91,-1,2022
MOA_2020_BLG_108L_b,MOA-2020-BLG-108L b,MOA_2020_BLG_108L,3.69,0,90,-1,12.4,3391.23,-1,2026
MOA_2020_BLG_135L_b,MOA-2020-BLG-135L b,MOA_2020_BLG_135L,1.11,0,90,-1,3.37,11.3,-1,2022
MOA_2020_BLG_208L_b,MOA-2020-BLG-208L b,MOA_2020_BLG_208L,2.74,0,90,-1,7.71,46,-1,2023
MOA_2022_BLG_033L_b,MOA-2022-BLG-033L b,MOA_2022_BLG_033L,2.15,0,90,-1,3.52,12.15,-1,2025
MOA_2022_BLG_091L_b,MOA-2022-BLG-091L b,MOA_2022_BLG_091L,3.44,0,90,-1,13,1141,-1,2025
MOA_2022_BLG_249L_b,MOA-2022-BLG-249L b,MOA_2022_BLG_249L,1.63,0,90,-1,2.04,4.83,-1,2023
MOA_2022_BLG_563L_b,MOA-2022-BLG-563L b,MOA_2022_BLG_563L,2.15,0,90,-1,14,127.131,-1,2024
MOA_bin_1L_b,MOA-bin-1L b,MOA_bin_1L,8.3,0,90,-1,13,1200,-1,2012
MOA_bin_29_b,MOA-bin-29 b,MOA_bin_29,0.48,0,90,-1,14.1,190,-1,2019
MWC_758_c,MWC 758 c,MWC_758,100,0,90,-1,-1,-1,500,2023
MXB_1658_298_b,MXB 1658-298 b,MXB_1658_298,1.613,0,90,760,12,7532.57,-1,2017
NGC_2682_Sand_1429_b,NGC 2682 Sand 1429 b,NGC_2682_Sand_1429,0.384,0,90,77.48,13.4,572.091,683,2024
NGC_2682_Sand_978_b,NGC 2682 Sand 978 b,NGC_2682_Sand_978,-1,0.16,90,511.21,13.3,692.869,-1,2017
NGC_2682_YBP_1194_b,NGC 2682 YBP 1194 b,NGC_2682_YBP_1194,-1,0.3,90,6.959,12.3,101.706,-1,2014
NGC_2682_YBP_1514_b,NGC 2682 YBP 1514 b,NGC_2682_YBP_1514,-1,0.28,90,5.118,14,127.132,-1,2014
NGC_2682_YBP_401_b,NGC 2682 YBP 401 b,NGC_2682_YBP_401,-1,0.15,90,4.087,14.3,146.202,-1,2016
NGTS_1_b,NGTS-1 b,NGTS_1,0.0326,0.016,85.27,2.6473,14.908,258.078,790,2017
NGTS_10_b,NGTS-10 b,NGTS_10,0.0143,0,79.4,0.766894,13.8991,687.148,1508,2020
NGTS_11_b,NGTS-11 b,NGTS_11,0.201,0.13,89.16,35.4553,9.15775,109.334,435,2020
NGTS_12_b,NGTS-12 b,NGTS_12,0.0757,0,88.9,7.53281,11.747,66.1086,1257,2020
NGTS_13_b,NGTS-13 b,NGTS_13,0.0549,0.086,88.7,4.11903,12.8007,1538.3,1605,2021
NGTS_14_A_b,NGTS-14 A b,NGTS_14_A,0.0403,0,86.7,3.53572,4.9768,29.2404,1143,2021
NGTS_15_b,NGTS-15 b,NGTS_15,0.0441,0,90,3.27623,12.3299,238.689,1146,2021
NGTS_16_b,NGTS-16 b,NGTS_16,0.0523,0,90,4.84532,14.5717,211.992,1177,2021
NGTS_17_b,NGTS-17 b,NGTS_17,0.0391,0,90,3.24253,13.8991,242.821,1457,2021
NGTS_18_b,NGTS-18 b,NGTS_18,0.0448,0,90,3.05125,13.5629,129.992,1381,2021
NGTS_2_b,NGTS-2 b,NGTS_2,0.063,0,88.5,4.51116,17.8784,235.194,1468,2018
NGTS_20_b,NGTS-20 b,NGTS_20,0.313,0.432,88.4,54.1891,11.9936,947.129,688,2022
NGTS_21_b,NGTS-21 b,NGTS_21,0.0236,0,83.85,1.54339,14.9079,750.075,1357,2022
NGTS_23_b,NGTS-23 b,NGTS_23,0.0504,0,89.12,4.07643,14.2018,194.829,1327,2022
NGTS_24_b,NGTS-24 b,NGTS_24,0.0479,0,82.61,3.46788,13.6077,165.271,1499,2022
NGTS_25_b,NGTS-25 b,NGTS_25,0.0388,0,89.34,2.82309,11.4668,203.092,1101,2022
NGTS_26_b,NGTS-26 b,NGTS_26,0.049,0,86.43,4.51993,14.8855,92.8059,1331,2024
NGTS_27_b,NGTS-27 b,NGTS_27,0.0446,0,86.2,3.37042,15.6477,188.472,1783,2024
NGTS_3_A_b,NGTS-3 A b,NGTS_3_A,0.023,0,89.56,1.67537,16.5893,756.435,1434.44,2018
NGTS_30_b,NGTS-30 b,NGTS_30,0.408,0.294,89.483,98.2984,10.4019,305.115,500,2024
NGTS_31_b,NGTS-31 b,NGTS_31,0.064,0,85.6,4.16273,18.0465,355.968,1410,2025
NGTS_32_b,NGTS-32 b,NGTS_32,0.044,0,86.9,3.31211,15.9168,181.162,1750,2025
NGTS_33_b,NGTS-33 b,NGTS_33,0.048,0,83.94,2.82797,18.3827,1153.72,1991,2024
NGTS_34_b,NGTS-34 b,NGTS_34,0.257,0,88.874,43.1266,3.65,19.1,624,2025
NGTS_35_b,NGTS-35 b,NGTS_35,0.16,0.192,88.816,25.2412,10.9,152,451,2025
NGTS_38_b,NGTS-38 b,NGTS_38,0.697,0.3086,90,180.528,12.1169,1516.04,457,2026
NGTS_39_b,NGTS-39 b,NGTS_39,0.3077,0.386,90,58.2047,12.1954,466.254,519,2026
NGTS_4_b,NGTS-4 b,NGTS_4,0.019,0,82.5,1.33735,3.18,20.6,1650,2019
NGTS_5_b,NGTS-5 b,NGTS_5,0.0382,0,86.6,3.35699,12.7334,72.7831,952,2019
NGTS_6_b,NGTS-6 b,NGTS_6,0.01677,0,78.231,0.882059,14.8631,425.574,1283.9,2019
NGTS_8_b,NGTS-8 b,NGTS_8,0.035,0.01,86.9,2.4997,12.2178,295.582,1345,2019
NGTS_9_b,NGTS-9 b,NGTS_9,0.058,0.06,84.1,4.43527,11.9936,921.707,1448,2019
NN_Ser_d,NN Ser d,NN_Ser,3.39,0.24,90,2880,13.3,724.622,-1,2010
NN_Ser_c,NN Ser c,NN_Ser,5.35,0.089,90,6987,12.6,2329.6,-1,2010
NSVS_14256825_b,NSVS 14256825 b,NSVS_14256825,3.12,0.12,90,3225,12.3,4497.29,473.47,2019
NY_Vir_b,NY Vir b,NY_Vir,3.3,0.15,90,3160,13.3,730.978,338.12,2011
NY_Vir_c,NY Vir c,NY_Vir,-1,0.15,90,8799,12.8,1760.78,-1,2019
OGLE_2003_BLG_235L_b,OGLE-2003-BLG-235L b,OGLE_2003_BLG_235L,4.3,0,90,-1,13.2,830,-1,2004
OGLE_2005_BLG_071L_b,OGLE-2005-BLG-071L b,OGLE_2005_BLG_071L,3.6,0,90,-1,13,1200,55,2005
OGLE_2005_BLG_169L_b,OGLE-2005-BLG-169L b,OGLE_2005_BLG_169L,3.5,0,90,-1,3.84,14.1,-1,2006
OGLE_2005_BLG_390L_b,OGLE-2005-BLG-390L b,OGLE_2005_BLG_390L,2.6,0,90,3285,2.21,5.5,50,2005
OGLE_2006_BLG_109L_b,OGLE-2006-BLG-109L b,OGLE_2006_BLG_109L,2.3,0,90,1788.5,14,231,82,2008
OGLE_2006_BLG_109L_c,OGLE-2006-BLG-109L c,OGLE_2006_BLG_109L,4.5,0.15,64,4927.5,11.1,86,59,2008
OGLE_2006_BLG_284L_A_b,OGLE-2006-BLG-284L A b,OGLE_2006_BLG_284L_A,2.17,0,90,-1,14.3,144,-1,2020
OGLE_2007_BLG_349L_AB_c,OGLE-2007-BLG-349L AB c,OGLE_2007_BLG_349L_A,2.59,0,90,2557,10.7,80,-1,2016
OGLE_2007_BLG_368L_b,OGLE-2007-BLG-368L b,OGLE_2007_BLG_368L,2.8,0,90,-1,4.72,20,-1,2009
OGLE_2008_BLG_092L_b,OGLE-2008-BLG-092L b,OGLE_2008_BLG_092L,15,0,90,-1,8.74,57,-1,2014
OGLE_2008_BLG_355L_b,OGLE-2008-BLG-355L b,OGLE_2008_BLG_355L,1.7,0,90,-1,12.9,1500,-1,2014
OGLE_2011_BLG_0173L_b,OGLE-2011-BLG-0173L b,OGLE_2011_BLG_0173L,8,0,90,-1,9.01,60,-1,2018
OGLE_2011_BLG_0251L_b,OGLE-2011-BLG-0251L b,OGLE_2011_BLG_0251L,2.72,0,90,-1,14.2,170,-1,2012
OGLE_2011_BLG_0265L_b,OGLE-2011-BLG-0265L b,OGLE_2011_BLG_0265L,1.89,0,90,-1,13.9,280,-1,2015
OGLE_2012_BLG_0026L_b,OGLE-2012-BLG-0026L b,OGLE_2012_BLG_0026L,4,0,90,-1,7.72,46.1,-1,2012
OGLE_2012_BLG_0026L_c,OGLE-2012-BLG-0026L c,OGLE_2012_BLG_0026L,4.8,0,90,-1,13.9,270,-1,2012
OGLE_2012_BLG_0358L_b,OGLE-2012-BLG-0358L b,OGLE_2012_BLG_0358L,0.87,0,90,-1,13.4,588,-1,2013
OGLE_2012_BLG_0406L_b,OGLE-2012-BLG-0406L b,OGLE_2012_BLG_0406L,3.45,0,90,-1,13.2,868,-1,2013
OGLE_2012_BLG_0563L_b,OGLE-2012-BLG-0563L b,OGLE_2012_BLG_0563L,0.74,0,90,-1,13.6,120,-1,2015
OGLE_2012_BLG_0724L_b,OGLE-2012-BLG-0724L b,OGLE_2012_BLG_0724L,1.6,0,90,-1,14.3,150,-1,2016
OGLE_2012_BLG_0838L_b,OGLE-2012-BLG-0838L b,OGLE_2012_BLG_0838L,4.43,0,90,-1,8.39,53.1,-1,2020
OGLE_2012_BLG_0950L_b,OGLE-2012-BLG-0950L b,OGLE_2012_BLG_0950L,2.6,0,90,-1,6.56,35,-1,2016
OGLE_2013_BLG_0102L_b,OGLE-2013-BLG-0102L b,OGLE_2013_BLG_0102L,0.8,0,90,-1,12.3,4100,-1,2014
OGLE_2013_BLG_0132L_b,OGLE-2013-BLG-0132L b,OGLE_2013_BLG_0132L,3.6,0,90,-1,11.6,92,-1,2017
OGLE_2013_BLG_0341L_B_b,OGLE-2013-BLG-0341L B b,OGLE_2013_BLG_0341L_B,0.702,0,90,-1,1.16,1.66,-1,2014
OGLE_2013_BLG_0911L_b,OGLE-2013-BLG-0911L b,OGLE_2013_BLG_0911L,0.39,0,90,-1,12.5,3020,-1,2019
OGLE_2013_BLG_1721L_b,OGLE-2013-BLG-1721L b,OGLE_2013_BLG_1721L,2.6,0,90,-1,14.1,200,-1,2017
OGLE_2013_BLG_1761L_b,OGLE-2013-BLG-1761L b,OGLE_2013_BLG_1761L,1.8,0,90,-1,13.2,860,-1,2017
OGLE_2014_BLG_0124L_b,OGLE-2014-BLG-0124L b,OGLE_2014_BLG_0124L,3.48,0,90,-1,14.1,206.588,-1,2015
OGLE_2014_BLG_0221L_b,OGLE-2014-BLG-0221L b,OGLE_2014_BLG_0221L,3.76,0,90,-1,12.9,1382.55,-1,2024
OGLE_2014_BLG_0319L_b,OGLE-2014-BLG-0319L b,OGLE_2014_BLG_0319L,3.49,0,90,-1,14.1,181.162,-1,2022
OGLE_2014_BLG_0676L_b,OGLE-2014-BLG-0676L b,OGLE_2014_BLG_0676L,2.04,0,90,-1,13.1,988.446,-1,2016
OGLE_2014_BLG_1722L_b,OGLE-2014-BLG-1722L b,OGLE_2014_BLG_1722L,1.5,0,90,-1,8.59,55.3,-1,2018
OGLE_2014_BLG_1722L_c,OGLE-2014-BLG-1722L c,OGLE_2014_BLG_1722L,1.7,0,90,-1,11,83.7,-1,2018
OGLE_2014_BLG_1760L_b,OGLE-2014-BLG-1760L b,OGLE_2014_BLG_1760L,1.887,0,90,-1,13.8,295.898,-1,2016
OGLE_2015_BLG_0051L_b,OGLE-2015-BLG-0051L b,OGLE_2015_BLG_0051L,0.73,0,90,-1,14,230,-1,2016
OGLE_2015_BLG_0954L_b,OGLE-2015-BLG-0954L b,OGLE_2015_BLG_0954L,1.6,0,90,-1,13.1,1100,-1,2016
OGLE_2015_BLG_0966L_b,OGLE-2015-BLG-0966L b,OGLE_2015_BLG_0966L,2.7,0,90,-1,4.86,21,-1,2016
OGLE_2015_BLG_1609L_b,OGLE-2015-BLG-1609L b,OGLE_2015_BLG_1609L,-1,0,90,-1,10.4,76.2788,-1,2025
OGLE_2015_BLG_1649L_b,OGLE-2015-BLG-1649L b,OGLE_2015_BLG_1649L,2.07,0,90,-1,13.2,807,-1,2019
OGLE_2015_BLG_1670L_b,OGLE-2015-BLG-1670L b,OGLE_2015_BLG_1670L,2.62,0,90,-1,4.42,17.9,-1,2019
OGLE_2015_BLG_1771L_b,OGLE-2015-BLG-1771L b,OGLE_2015_BLG_1771L,0.85,0,90,-1,14.3,138,-1,2020
OGLE_2016_BLG_0007L_b,OGLE-2016-BLG-0007L b,OGLE_2016_BLG_0007L,10.1,0,90,14200,1.09,1.32,-1,2025
OGLE_2016_BLG_0261L_b,OGLE-2016-BLG-0261L b,OGLE_2016_BLG_0261L,0.72,0,90,-1,9.6,66.744,-1,2026
OGLE_2016_BLG_0263L_b,OGLE-2016-BLG-0263L b,OGLE_2016_BLG_0263L,5.4,0,90,-1,13,1300,-1,2017
OGLE_2016_BLG_0613L_AB_b,OGLE-2016-BLG-0613L AB b,OGLE_2016_BLG_0613L_AB,6.4,0,90,-1,13,1330,-1,2017
OGLE_2016_BLG_1067L_b,OGLE-2016-BLG-1067L b,OGLE_2016_BLG_1067L,1.7,0,90,-1,14.3,140,-1,2019
OGLE_2016_BLG_1093L_b,OGLE-2016-BLG-1093L b,OGLE_2016_BLG_1093L,2.13,0,90,-1,14,225.658,-1,2022
OGLE_2016_BLG_1190L_b,OGLE-2016-BLG-1190L b,OGLE_2016_BLG_1190L,2.17,0.42,41.2,1220,12.3,4253,-1,2017
OGLE_2016_BLG_1195L_b,OGLE-2016-BLG-1195L b,OGLE_2016_BLG_1195L,1.16,0,90,-1,1.11,1.43,-1,2017
OGLE_2016_BLG_1227L_b,OGLE-2016-BLG-1227L b,OGLE_2016_BLG_1227L,3.4,0,90,-1,13.9,250,-1,2020
OGLE_2016_BLG_1266L_b,OGLE-2016-BLG-1266L b,OGLE_2016_BLG_1266L,0.43,0,90,-1,12.4,3813.94,-1,2018
OGLE_2016_BLG_1598L_b,OGLE-2016-BLG-1598L b,OGLE_2016_BLG_1598L,2.5,0,90,-1,13.6,120.775,-1,2024
OGLE_2016_BLG_1800L_b,OGLE-2016-BLG-1800L b,OGLE_2016_BLG_1800L,1.88,0,90,-1,13.2,823.176,-1,2024
OGLE_2017_BLG_0173L_b,OGLE-2017-BLG-0173L b,OGLE_2017_BLG_0173L,3.913,0,90,-1,1.62,3.269,-1,2018
OGLE_2017_BLG_0364L_b,OGLE-2017-BLG-0364L b,OGLE_2017_BLG_0364L,3.79,0,90,-1,10.3,75.8,-1,2024
OGLE_2017_BLG_0373L_b,OGLE-2017-BLG-0373L b,OGLE_2017_BLG_0373L,2.424,0,90,-1,14,127,-1,2018
OGLE_2017_BLG_0406L_b,OGLE-2017-BLG-0406L b,OGLE_2017_BLG_0406L,3.5,0,90,-1,14.2,130,-1,2020
OGLE_2017_BLG_0448L_b,OGLE-2017-BLG-0448L b,OGLE_2017_BLG_0448L,5.75,0,90,-1,4.08,15.6,-1,2024
OGLE_2017_BLG_0482L_b,OGLE-2017-BLG-0482L b,OGLE_2017_BLG_0482L,1.8,0,90,-1,2.95,9,-1,2018
OGLE_2017_BLG_0604L_b,OGLE-2017-BLG-0604L b,OGLE_2017_BLG_0604L,4.06,0,90,-1,14.2,160,-1,2020
OGLE_2017_BLG_0640L_b,OGLE-2017-BLG-0640L b,OGLE_2017_BLG_0640L,1.14,0,90,-1,13.5,514.882,-1,2024
OGLE_2017_BLG_1049L_b,OGLE-2017-BLG-1049L b,OGLE_2017_BLG_1049L,3.92,0,90,-1,12.8,1760,-1,2020
OGLE_2017_BLG_1099L_b,OGLE-2017-BLG-1099L b,OGLE_2017_BLG_1099L,2.73,0,90,-1,13.1,959.842,-1,2021
OGLE_2017_BLG_1140L_b,OGLE-2017-BLG-1140L b,OGLE_2017_BLG_1140L,1.02,0,90,-1,13.5,505,-1,2018
OGLE_2017_BLG_1237L_b,OGLE-2017-BLG-1237L b,OGLE_2017_BLG_1237L,2.53,0,90,-1,13,1207.75,-1,2024
