---,Name,DistancePc,RaDeg,DecDeg,SpectralType,TeffK,RadiusSun,MassSun,Log10LumSun,PlanetCount
Kepler_421,Kepler-421,348.558,283.257,45.0877,G9/K0,5308,0.757,0.794,-0.398,1
K2_34,K2-34,348.646,127.579,22.2359,F,6168,1.42,1.16,0.3997,1
HAT_P_62,HAT-P-62,348.815,74.5044,48.3009,,5629,1.17,1.023,0.09061,1
TOI_5542,TOI-5542,348.849,302.798,-61.1355,G3 V,5700,1.058,0.89,1.057,1
Kepler_632,Kepler-632,349,297.253,40.2886,,5322,0.84,0.91,-0.292,1
Kepler_1513,Kepler-1513,349.247,289.792,39.2853,G V,5491,0.95,0.943,-0.12901,2
Kepler_132,Kepler-132,349.549,283.236,41.343,,6003,1.178,0.929,0.211,4
K2_47,K2-47,349.881,168.583,2.78056,,5054,0.76,0.75,-0.48202,1
Kepler_98,Kepler-98,350.315,285.662,37.9646,,5539,1.11,0.99,-0.13324,1
TOI_2796,TOI-2796,350.343,84.1527,0.896279,,5764,1.069,1.063,0.05538,1
HAT_P_49,HAT-P-49,350.351,305.441,26.6927,F3,6820,2.06,2.22,0.814,1
Kepler_1800,Kepler-1800,350.455,297.651,40.3524,,5343,2.506,1.33,-0.18759,1
Kepler_1026,Kepler-1026,351.239,283.605,39.9979,,4948,0.75,0.79,-0.61688,1
TOI_2169_A,TOI-2169 A,351.487,279.17,23.2586,,6270,1.82,1.42,0.66558,1
Kepler_1628,Kepler-1628,352,281.634,43.4116,,3724,0.52,0.55,-1.33,1
Kepler_907,Kepler-907,352,285.476,41.6327,,6106,1.38,1.08,0.378,1
WASP_106,WASP-106,352.181,166.43,-5.07949,F9 D,6002,1.47,1.175,0.42198,1
TOI_333,TOI-333,352.269,353.357,-41.1715,,6241,1.1,1.2,0.21559,1
WASP_96,WASP-96,352.464,1.04657,-47.3606,G8,5540,1.05,1.06,0.00217,1
Kepler_127,Kepler-127,352.794,285.19,46.0281,,6106,1.359,1.248,0.40651,3
HATS_29,HATS-29,353.891,285.097,-54.8933,G,5670,1.073,1.032,0.02938,1
Kepler_1009,Kepler-1009,355.019,282.86,42.6658,,4027,0.57,0.59,-0.98735,1
WASP_144,WASP-144,355.513,320.763,-40.0484,K2 V,5200,0.81,0.81,-0.12928,1
K2_356,K2-356,355.54,128.322,13.6614,,5568,0.86,0.9,-0.24375,1
TOI_2236,TOI-2236,355.59,20.166,-86.98,,6248,1.573,1.343,0.53275,1
TOI_157,TOI-157,355.683,73.7014,-76.6806,G9 IV,5404,1.167,0.948,0.01995,1
NGTS_2,NGTS-2,356.391,215.123,-31.2021,F5 V,6478,1.702,1.64,0.63077,1
Kepler_1671,Kepler-1671,357.059,291.748,39.4468,,5135.55,0.929771,0.866,-0.26621,1
Kepler_1455,Kepler-1455,357.621,294.083,50.5028,,4075,0.6,0.62,-1.14066,1
K2_225,K2-225,357.778,186.541,-9.62482,,5520,1.7,1.482,0.38202,1
Kepler_1150,Kepler-1150,358.518,296.724,49.5327,,4754,0.72,0.76,-0.66578,1
K2_374,K2-374,359.439,137.379,16.3558,G3,5789,0.907,0.731,-0.05943,2
Kepler_1465,Kepler-1465,359.497,289.819,51.9049,,4726,0.71,0.75,-0.65202,1
TrES_5,TrES-5,360.313,305.222,59.4489,,5171,0.868,0.901,-0.34382,1
K2_339,K2-339,360.36,130.083,18.6929,,4857,0.72,0.74,-0.65173,1
TOI_615,TOI-615,360.408,133.409,-40.5437,F2 V,6850,1.732,1.449,0.7679,1
Kepler_1956,Kepler-1956,360.468,294.621,49.8942,,4391,0.682,0.671,-1.04512,1
K2_269,K2-269,360.76,130.155,13.0147,,6209,1.45,1.16,0.46786,1
K2_181,K2-181,360.911,127.554,10.9101,,5528,1.06,0.96,-0.01252,1
Kepler_1898,Kepler-1898,360.921,287.206,38.4982,,5702,1.125,0.837,-0.23539,1
HAT_P_52,HAT-P-52,361.155,42.7217,29.0222,K1,5131,0.893,0.887,-0.30452,1
TOI_2570,TOI-2570,361.857,87.188,32.084,,5771,1.095,1.063,0.07882,1
Kepler_806,Kepler-806,361.896,296.007,44.8536,,5770,1.16,0.99,0.40655,1
WASP_193,WASP-193,362.087,164.349,-29.9971,F9,6080,1.213,1.018,0.26007,1
HATS_43,HATS-43,362.273,80.5382,-30.9708,,5099,0.812,0.837,-0.39794,1
TOI_1814,TOI-1814,362.522,236.817,77.2326,,4872.84,2.3895,1,0.463,1
Kepler_1087,Kepler-1087,362.623,294.979,46.0057,,5589,0.94,0.96,-0.09746,1
WASP_71,WASP-71,362.715,29.2635,0.758825,F8,6050,1.82,0.76,0.76845,1
K2_207,K2-207,363.064,11.6996,0.640618,,5522,0.928158,0.941851,-0.17314,1
Gaia_1,Gaia-1,363.66,90.6437,-0.57711,,5470,0.952,0.949,-0.1588,1
Kepler_406,Kepler-406,364.03,291.848,44.9683,,5538,1.07,1.07,0.0482,2
K2_14,K2-14,364.048,178.057,2.59412,M0,3789,0.45,0.47,-0.96847,1
WASP_100,WASP-100,364.411,68.9598,-64.027,F2,6900,1.57,0.77,0.76571,1
WASP_44,WASP-44,364.512,3.90327,-11.9383,G8 V,5420,0.906,0.935,-0.19777,1
TOI_6016,TOI-6016,364.715,4.52396,59.7662,F,6110,1.51,1.31,0.4609,1
HAT_P_23,HAT-P-23,364.813,306.124,16.7621,G0,5905,1.203,1.13,0.199,1
Kepler_1007,Kepler-1007,365,295.907,45.8091,,4587,0.7,0.73,-0.56838,1
K2_119,K2-119,365.581,132.01,16.9018,,4740,0.71,0.76,-0.68533,1
Kepler_442,Kepler-442,365.965,285.367,39.2801,,4402,0.598,0.609,-0.932,1
Kepler_1029,Kepler-1029,366.656,292.133,41.5475,,5030,0.77,0.82,-0.61975,1
TOI_3362,TOI-3362,366.987,155.984,-56.8431,,6532,1.83,1.445,0.73878,1
Kepler_477,Kepler-477,367,288.067,42.3553,,5240,0.79,0.87,-0.372,1
Kepler_1410,Kepler-1410,367,290.51,38.7435,,4092,0.6,0.63,-1.158,1
Qatar_5,Qatar-5,367.658,7.05394,42.0613,G2 V,5747,1.076,1.128,0.05614,1
KELT_12,KELT-12,368.03,267.64,36.5702,,6279,2.37,1.591,0.89209,1
Kepler_80,Kepler-80,369.451,296.113,39.9787,K5,4540,0.678,0.73,-0.76955,6
Kepler_489,Kepler-489,369.645,290.833,38.1842,,5014,0.76,0.82,-0.51802,1
EPIC_206024342,EPIC 206024342,369.888,331.277,-14.1218,,5724,1.1,0.928,-0.16992,3
WASP_64,WASP-64,369.926,101.115,-32.8584,G7,5400,1.058,1.004,-0.022,1
WASP_93,WASP-93,370.284,9.45874,51.2888,F4,6700,1.524,1.334,0.61784,1
Kepler_1456,Kepler-1456,370.312,286.945,43.8228,,4231,0.62,0.64,-0.957,1
TOI_3457,TOI-3457,370.666,183.208,-79.7572,,6300,1.474,1.04,0.2927,1
Kepler_1339,Kepler-1339,371.049,283.746,48.3735,,5586,0.93,0.94,0.18765,1
WASP_187,WASP-187,371.414,17.4747,25.6816,F,6150,2.83,1.54,0.96727,1
HAT_P_67,HAT-P-67,371.686,256.611,44.7769,,6640,2.62,1.73,1.07773,1
K2_334,K2-334,371.823,136.489,16.3255,,6502,1.49,1.36,0.51362,1
Kepler_629,Kepler-629,372.05,289.418,39.9451,,5444,0.84,0.93,-0.28344,1
HD_240210,HD 240210,372.405,347.622,57.0295,K3 III,4297,25.4568,0.82,1.55,1
EPIC_246851721,EPIC 246851721,372.632,78.9198,16.2787,F5 V,6202,1.586,1.317,0.52634,1
K2_294,K2-294,373.078,352.052,-7.60379,,5612,1.2,0.987,0.08751,1
TOI_2207,TOI-2207,373.345,307.597,-44.8876,,6101,1.564,1.296,0.4843,1
TIC_77552382,TIC 77552382,373.415,152.513,-4.90353,,4981.07,0.886956,0.83,-0.35293,1
TOI_2587_A,TOI-2587 A,373.675,115.932,-1.07333,,5760,1.726,1.15,0.47129,1
Kepler_159,Kepler-159,373.744,297.07,40.8687,M0 V,4625,0.663,0.628,-0.75443,2
Kepler_1064,Kepler-1064,374,291.742,37.6888,,5153,0.79,0.85,-0.401,1
Kepler_1846,Kepler-1846,374.615,294.391,44.763,,4825,0.732,0.785,-0.53047,1
WASP_46,WASP-46,375.31,318.737,-55.8719,G6 V,5600,0.858,0.828,-0.11113,1
Kepler_1718,Kepler-1718,375.522,292.235,42.9095,,5731,0.906,0.846,-0.0399,1
WASP_103,WASP-103,375.647,249.315,7.18338,F8 V,6110,1.436,1.22,0.413,1
K2_164,K2-164,375.67,171.934,-0.0628488,,5791,2.19607,1.18089,0.59002,1
HD_216536,HD 216536,376.233,343.267,44.4777,K0,4639,9.83,0.81,1.8,1
WASP_118,WASP-118,376.658,19.5506,2.70278,F6,6410,1.696,1.32,0.65885,1
KOI_142,KOI-142,376.863,291.148,40.6694,G,5466,0.897,0.99,-0.16507,3
TOI_5261,TOI-5261,377.054,305.459,19.4358,,5790,1.021,1.037,0.02078,1
Kepler_1173,Kepler-1173,377.06,293.131,45.6634,,5252,0.82,0.86,-0.43521,1
TOI_5218,TOI-5218,377.483,292.663,71.763,,4230,0.708,0.739,-0.82391,1
K2_74,K2-74,377.822,339.919,-8.71457,,6060,0.98,0.96,0.05957,1
Kepler_1096,Kepler-1096,377.976,294.709,45.9696,,4306,0.63,0.66,-0.84044,1
Kepler_547,Kepler-547,378.972,286.119,44.3452,,4828,0.73,0.78,-0.55508,1
TOI_2580,TOI-2580,379.253,62.1992,67.1165,F,6120,1.81,1.33,0.61595,1
Kepler_252,Kepler-252,379.424,295.579,44.5459,M0 V,4208,0.549,0.61,-0.78566,2
WASP_120,WASP-120,381.174,62.6161,-45.8982,F5,6450,1.68443,1.393,0.67509,1
Kepler_1524,Kepler-1524,381.773,293.885,39.5198,,6179,1.25,1.17,-0.00637,1
K2_217,K2-217,381.878,11.2984,6.48159,,5967,1.33372,1.10266,0.23239,1
Kepler_45,Kepler-45,381.949,292.873,41.0642,M,3820,0.55,0.59,-1.27572,1
Kepler_484,Kepler-484,382.136,284.394,46.2491,,5668,0.87,0.96,-0.13505,1
Kepler_951,Kepler-951,382.509,287.738,38.1146,,4834,0.73,0.77,-0.64183,1
NGTS_20,NGTS-20,382.898,46.2926,-21.9336,G1 IV,5980,1.78,1.47,0.64503,1
Kepler_1525,Kepler-1525,382.989,290.559,49.9429,,5748,1.04,1.07,-0.0112,1
WASP_31,WASP-31,383.829,169.439,-19.0548,,6302,1.252,1.163,0.33572,1
TOI_4582,TOI-4582,383.846,256.86,68.8656,,5190,2.5,1.34,0.612,1
Kepler_321,Kepler-321,384.542,294.454,44.1458,,5740,1.194,1.024,-0.00798,2
Kepler_353,Kepler-353,384.694,296.857,41.7581,,3903,0.504,0.553,-1.18709,2
Kepler_174,Kepler-174,384.757,287.439,43.832,,4880,0.622,0.602,-0.5704,3
TIC_87422071,TIC 87422071,384.758,273.035,-44.2434,,6150,1.489,1.239,0.44716,1
Kepler_144,Kepler-144,384.917,281.916,42.7756,,6075,1.235,1.154,0.28203,2
Kepler_316,Kepler-316,384.938,290.826,44.1839,,4204,0.52,0.587,-0.93554,2
Kepler_221,Kepler-221,385.231,296.655,46.8352,,5243,0.821,0.854,-0.40429,4
Kepler_1759,Kepler-1759,385.348,298.466,48.5593,,5017,0.797,0.76,-0.56331,1
HATS_76,HATS-76,385.689,70.3398,-32.3204,,4016,0.6259,0.662,-1.0381,1
Kepler_510,Kepler-510,386.177,287.655,39.2442,,5746,1.41,0.91,0.33243,1
WASP_36,WASP-36,386.346,131.58,-8.02699,,5959,0.985,1.081,0.00087,1
TOI_6448,TOI-6448,386.879,110.17,-33.9223,,5910,0.897,1.03,-0.04191,1
Kepler_1536,Kepler-1536,387.248,291.585,45.7159,,4434,0.67,0.71,-0.8224,1
TIC_356227008,TIC 356227008,387.609,267.251,50.1308,,5731.86,0.959792,1.02,-0.05745,1
TOI_1295,TOI-1295,388.227,256.672,67.8715,F,6280,1.7,1.38,0.58659,1
Kepler_658,Kepler-658,388.384,282.984,47.5784,,4103,0.6,0.63,-0.89922,1
Kepler_120,Kepler-120,388.63,287.892,39.3391,M0 V,4096,0.534,0.654,-0.67701,2
Kepler_621,Kepler-621,389,290.927,39.9141,,4521,0.68,0.72,-0.759,1
Kepler_1361,Kepler-1361,389.143,283.565,46.9042,,5131,0.79,0.83,-0.43672,1
Kepler_1055,Kepler-1055,389.397,290.487,44.9325,,5723,0.94,0.98,-0.14818,1
Kepler_991,Kepler-991,389.561,297.091,49.6265,,4392,0.61,0.64,-0.83074,1
HATS_51,HATS-51,389.57,102.847,-29.0587,,5758,1.44,1.187,0.30963,1
K2_213,K2-213,389.702,13.1404,3.50777,,5794,1.20424,1.0696,0.24679,1
TOI_3023,TOI-3023,389.916,165.316,-72.3567,,5760,1.668,1.12,0.44404,1
Kepler_969,Kepler-969,390.354,288.372,47.9336,,5214,0.82,0.92,-0.38876,2
Kepler_540,Kepler-540,390.374,290.625,44.8738,,5946,1.08,1.02,0.20658,1
TOI_5616,TOI-5616,390.415,184.902,48.6833,,3996,0.646,0.666,-0.99268,1
TOI_5153,TOI-5153,390.484,91.5403,-19.9534,F8 V,6300,1.4,1.24,0.46423,1
Kepler_1726,Kepler-1726,390.552,284.386,45.7197,,5316,0.804,0.876,-0.36975,1
HAT_P_37,HAT-P-37,390.594,284.296,51.2691,,5500,0.877,0.929,-0.208,1
Kepler_139,Kepler-139,391.038,282.392,43.8894,,5622,1.045,1.078,0.01598,5
Kepler_1672,Kepler-1672,391.181,297.94,40.2786,,6131.95,1.08841,1.16,0.17867,1
K2_280,K2-280,391.537,291.595,-22.2477,,5500,1.28,1.03,0.13976,1
Kepler_507,Kepler-507,391.644,297.019,50.409,,6113,1.32,1.16,0.32648,1
K2_293,K2-293,392.251,351.606,-6.02791,,5532,0.947,0.958,-0.18023,1
TOI_5110,TOI-5110,392.259,94.4043,31.6103,,6160,2.333,1.469,0.84696,1
Kepler_1990,Kepler-1990,392.739,299.705,44.4357,,5751,1.071,1.028,0.11702,2
WASP_37,WASP-37,392.791,221.944,1.06502,,5800,1.003,0.925,-0.021,1
K2_170,K2-170,392.872,335.451,-14.5934,,5748,0.981614,0.963657,0.0717,2
WASP_1,WASP-1,393.072,5.16695,31.99,F7 V,6110,1.47,1.24,0.44091,1
TOI_2669,TOI-2669,393.443,134.723,-13.3126,,4800,4.1,1.19,0.906,1
Kepler_1141,Kepler-1141,393.642,290.544,47.7259,,5791,1.07,1.01,0.1551,1
K2_218,K2-218,394.083,12.8096,6.84643,,5757,1.00823,1.04749,-0.00284,1
TOI_5386_A,TOI-5386 A,394.486,226.107,60.5362,,6094,1.245,1.165,0.28488,1
Kepler_652,Kepler-652,394.55,288.008,46.4736,,5490,0.88,0.97,-0.27008,1
Kepler_463,Kepler-463,394.804,298.937,44.8579,,5661,0.9,0.87,0.07904,1
Kepler_1798,Kepler-1798,395.196,291.726,37.529,,3967,0.587,0.593,-0.95681,1
TOI_2525,TOI-2525,395.398,86.851,-60.5213,K8 V,5096,0.785,0.849,-0.44009,2
TIC_290487717,TIC 290487717,395.574,139.087,2.55081,,5328.97,0.943767,0.92,-0.1841,1
HD_96992,HD 96992,396.082,167.597,43.919,K0,4725,7.43,0.96,1.47,1
HAT_P_33,HAT-P-33,396.11,113.184,33.835,F4,6446,1.79,1.82,0.618,1
TOI_375,TOI-375,396.213,47.1499,-77.3833,,5259.9,2.9,1.441,0.75997,3
2MASS_J19383260_4603591,2MASS J19383260+4603591,396.332,294.636,46.0664,,29564,0.203,0.48,1.45,3
TOI_3688_A,TOI-3688 A,396.378,39.2823,54.8512,,5950,1.302,1.199,0.2833,1
Kepler_128,Kepler-128,396.379,282.492,43.9802,,6072,1.659,1.184,0.57542,2
TIC_249022743,TIC 249022743,396.46,78.5762,-3.44661,,5567.58,1.2084,1,0.12392,1
K2_42,K2-42,396.913,176.666,-5.17205,,4613,0.643,0.702,-0.70324,1
Kepler_1514,Kepler-1514,397.292,292.627,37.8602,,6145,1.289,1.196,0.32838,2
Kepler_1062,Kepler-1062,397.455,283.899,41.2216,,4597,0.7,0.75,-0.6822,1
TOI_2485,TOI-2485,397.953,205.204,22.984,,6016.4,1.72,1.163,0.51983,1
WASP_57,WASP-57,398.276,223.82,-2.05769,G6,5600,0.927,0.886,-0.00509,1
WASP_81,WASP-81,398.505,304.208,3.29395,,5870,1.283,1.08,0.24551,1
Kepler_775,Kepler-775,398.676,291.433,41.7033,,5468,0.84,0.92,-0.26699,1
TOI_1338_A,TOI-1338 A,399.017,92.1331,-59.541,F8,5723.2,1.313,1.0936,0.32898,2
Kepler_755,Kepler-755,399.034,296.861,41.0973,,5043,0.77,0.82,-0.45664,2
Kepler_1542,Kepler-1542,399.114,285.728,42.6545,,5564,0.99,0.94,0.07026,4
KOI_12,KOI-12,399.398,297.454,41.011,,6635,1.4,1.5,0.62645,2
WASP_155,WASP-155,399.63,347.98,33.0476,,5660,1.24,1.09,0.14142,1
Kepler_910,Kepler-910,400.289,296.047,42.7429,,6230,1.5,1.26,0.49442,1
HATS_17,HATS-17,400.331,192.19,-47.6137,G V,5846,1.091,1.131,0.09342,1
Kepler_83,Kepler-83,400.409,282.233,43.6656,M0 V,4082,0.61,0.66,-1.10237,3
Kepler_322,Kepler-322,400.48,281.349,44.2953,,5388,0.89,0.908,-0.28786,2
Kepler_104,Kepler-104,400.785,287.605,42.1665,,5711,1.349,0.818,0.08926,3
Kepler_97,Kepler-97,400.907,287.327,48.6733,,5779,0.98,0.94,-0.02505,2
KIC_3526061,KIC 3526061,401.229,285.186,38.6111,,4829,5.86,1.42,1.21484,1
HAT_P_28,HAT-P-28,401.319,13.0009,34.7284,G3,5680,1.103,1.025,0.053,1
Kepler_1367,Kepler-1367,401.484,288.417,47.8787,,4106,0.6,0.62,-0.90488,1
TOI_558,TOI-558,402.63,42.2915,-58.0247,F V,6466,1.496,1.349,0.54654,1
K2_283,K2-283,402.915,13.1944,9.69292,,5060,0.82,0.89,-0.52364,1
Kepler_1888,Kepler-1888,402.947,289.395,41.7823,,5557,1.249,0.897,0.37424,1
HAT_P_63,HAT-P-63,403.458,269.572,5.76137,,5400,0.9661,0.925,-0.1463,1
K2_8,K2-8,403.513,169.794,-0.284439,K3 V,4870,0.74,0.78,-0.55319,2
HATS_58_A,HATS-58 A,403.591,186.787,-48.9784,,7175,1.433,1.461,0.68931,1
Kepler_1583,Kepler-1583,403.933,286.387,47.0165,,5645,0.91,0.94,-0.01774,1
K2_215,K2-215,403.964,18.4701,6.12386,,5704,0.974398,0.999987,-0.02639,1
TOI_3682,TOI-3682,404.211,50.2752,25.2973,,5703,1.735,1.32,0.45788,1
Kepler_271,Kepler-271,404.542,283.003,44.2841,,5555,0.87,0.9,-0.25319,3
Kepler_1027,Kepler-1027,405.104,287.571,42.8138,,5436,0.82,0.91,0.01051,1
HAT_P_42,HAT-P-42,405.238,135.344,6.09708,,5743,1.53,1.178,0.356,1
K2_205,K2-205,405.301,15.2176,0.425966,,5890,1.07757,0.951027,0.19406,1
Kepler_1084,Kepler-1084,405.533,290.102,48.2511,,6113,1.28,1.12,0.25259,1
K2_61,K2-61,405.732,339.675,-13.56,,5748,0.995,0.97,-0.01524,1
WASP_17,WASP-17,405.908,239.962,-28.0618,F4,6550,1.49,2.28,0.61272,1
K2_248,K2-248,406.254,182.817,-9.41417,,5528,0.92,0.88,-0.18938,1
Kepler_169,Kepler-169,406.529,286,40.9194,,4997,0.763,0.825,-0.49611,5
K2_392,K2-392,406.985,354.65,-7.47888,G3,5726,1.058,0.841,0.04791,1
Kepler_1870,Kepler-1870,407.216,293.934,40.5907,,5508,0.84,0.955,-0.22577,1
TOI_169,TOI-169,407.84,16.7787,-75.1989,G1 V,5880,1.288,1.147,0.25261,1
Kepler_1874,Kepler-1874,408.007,286.372,43.6921,,4701,0.775,0.758,-0.577,1
Kepler_1002,Kepler-1002,408.303,293.079,43.0737,,6144,1.57,1.22,0.501,1
Kepler_129,Kepler-129,408.845,285.311,47.8485,G4 V,5770,1.653,1.178,0.46365,3
Kepler_1714,Kepler-1714,409.46,293.716,46.2267,,6150,2.086,1.448,0.76008,1
Kepler_1809,Kepler-1809,409.602,290.265,40.5485,,4901,0.716,0.807,-0.47061,1
WASP_174,WASP-174,410.149,195.794,-41.3849,F6 V,6399,1.347,1.24,0.43616,1
TOI_7008,TOI-7008,410.467,216.988,79.4504,,5116.06,0.95255,0.88,-0.23357,1
Kepler_1661,Kepler-1661,410.607,285.167,41.9669,K,5100,0.762,0.841,-0.51299,1
Kepler_1012,Kepler-1012,411.077,289.296,46.458,,5556,0.91,0.95,-0.19399,1
HATS_3,HATS-3,411.211,312.457,-24.4287,F,6351,1.404,1.209,0.456,1
Kepler_962,Kepler-962,411.486,295.313,46.2375,,5478,0.86,0.93,-0.26115,1
TOI_163,TOI-163,411.719,79.7683,-71.8955,F,6495,1.648,1.4352,0.63649,1
K2_193,K2-193,411.923,205.237,-11.0093,,5817,0.98,1.01,-0.07572,1
CoRoT_9,CoRoT-9,412.98,280.787,6.20408,G3 V,5625,0.96,0.96,-0.25426,1
Kepler_414,Kepler-414,413.46,297.962,48.2443,,5536,0.946,0.89,-0.16917,2
K2_115,K2-115,413.591,126.554,12.2819,G4,5870,0.855,0.918,-0.10791,1
TOI_2886,TOI-2886,413.673,110.008,-10.5698,,6240,1.241,1.229,0.32222,1
TOI_4930,TOI-4930,413.757,208.642,-45.1545,,5624.72,1.15926,1.04,0.13797,1
Kepler_1642,Kepler-1642,413.873,297.212,43.6438,,5355,0.84,0.88,-0.40452,2
WASP_138,WASP-138,414.234,41.6392,-0.464125,,6272,1.36,1.22,0.43503,1
HATS_69,HATS-69,414.537,289.297,-60.8918,,5137,0.8785,0.892,-0.31758,1
K2_250,K2-250,414.708,185.032,-8.97574,,5003,0.797,0.809,-0.44491,1
Kepler_601,Kepler-601,414.825,282.005,42.1765,,5160,0.79,0.85,-0.42817,1
TOI_1937_A,TOI-1937 A,415.135,116.371,-52.3833,,5814,1.08,1.072,0.0799,1
Kepler_1179,Kepler-1179,415.205,284.097,47.8105,,5212,0.81,0.84,-0.44424,1
Kepler_1222,Kepler-1222,415.218,294.89,49.3798,,5239,0.8,0.84,-0.45761,1
HAT_P_24,HAT-P-24,415.344,108.825,14.2626,F8,6373,1.38,1.37,0.408,1
Kepler_1020,Kepler-1020,415.358,292.672,46.3773,,5227,0.8,0.87,-0.43597,1
TOI_5882,TOI-5882,416.104,311.889,34.7375,,5920,2.26,1.334,0.75358,1
K2_259,K2-259,416.457,186.803,1.56686,,6059,1.13,1.14,0.16711,1
HATS_4,HATS-4,416.459,94.1121,-22.5469,G,5403,0.925,1.001,-0.187,1
Kepler_1541,Kepler-1541,416.692,283.787,48.0296,,5282,0.81,0.86,-0.33627,1
Kepler_1687,Kepler-1687,417.014,289.743,50.7871,,4132,0.726119,0.65,-0.85865,1
TOI_3894,TOI-3894,417.365,201.375,52.7681,,5990,1.506,1.089,0.41847,1
EPIC_212297394,EPIC 212297394,418.395,207.206,-17.6099,,5171,0.8,0.83,-0.46654,2
Kepler_1114,Kepler-1114,418.417,299.237,45.8348,,5374,0.83,0.87,-0.29317,1
Kepler_478,Kepler-478,420,292.487,46.1962,,5210,0.8,0.85,-0.371,1
Kepler_1022,Kepler-1022,420.042,289.352,46.9736,,4445,0.68,0.71,-0.85831,1
Kepler_124,Kepler-124,420.046,286.753,49.0649,,4984,0.636,0.706,-0.46737,3
TOI_3474,TOI-3474,420.123,233.503,-47.9637,,6020,1.256,1.121,0.26951,1
Kepler_1081,Kepler-1081,420.215,289.445,41.318,,5345,0.84,0.88,-0.30601,1
Kepler_888,Kepler-888,420.817,295.521,49.7387,,5875,0.9,0.97,-0.04319,1
Kepler_136,Kepler-136,420.818,296.467,42.5988,,6165,1.355,1.204,0.46678,2
K2_385,K2-385,420.819,12.6141,5.87126,,4844,0.761,0.927,-0.51852,1
Kepler_1938,Kepler-1938,421.152,299.352,41.1957,,4522,0.655,0.646,-0.64954,1
Kepler_395,Kepler-395,421.382,293.511,45.1366,,4262,0.556,0.622827,-1.194,2
K2_341,K2-341,421.408,130.497,19.9166,,5817,1.16,0.98,0.12566,1
K2_337,K2-337,421.636,127.761,16.9005,,5869,1.32,0.94,0.24964,1
TOI_3807,TOI-3807,421.745,139.113,69.0741,,5772,1.468,1.181,0.33244,1
HATS_13,HATS-13,421.855,316.961,-26.0967,,5523,0.887,0.962,-0.32121,1
Kepler_1013,Kepler-1013,422.246,290.248,44.4353,,4954,0.76,0.81,-0.53079,1
Kepler_1285,Kepler-1285,422.269,281.835,44.1559,,6170,1.28,1.2,0.48088,1
K2_272,K2-272,423.065,132.621,17.5424,,5397,0.83,0.86,-0.30214,1
Kepler_1854,Kepler-1854,423.348,286.286,37.387,,5026,0.759,0.8,-0.479,1
WASP_167,WASP-167,423.552,196.044,-35.5495,F1 V,7000,1.79,1.59,0.89734,1
TOI_4153,TOI-4153,423.84,335.393,82.2161,,6860,1.605,1.572,0.71349,1
Kepler_1983,Kepler-1983,424.428,297.042,39.9122,,5135,0.874,0.812,-0.48076,1
Kepler_388,Kepler-388,425,284.828,44.6086,,4498,0.586,0.635,-0.43932,2
Kepler_975,Kepler-975,426.088,290.549,38.4952,,4897,0.75,0.8,-0.51184,2
BD_15_2940,BD+15 2940,426.42,240.096,15.5468,K0,4796,14.7,1.1,2.01,1
Kepler_334,Kepler-334,426.59,287.141,47.1151,,5828,1.068,1.022,0.05556,3
WASP_12,WASP-12,427.246,97.6366,29.6723,,6265,1.69,1.325,0.59711,1
WASP_178,WASP-178,427.678,227.27,-42.705,A1 IV-V,9360,1.67,2.07,1.21484,1
Kepler_235,Kepler-235,428.018,286.079,39.2782,M0 V,4255,0.554,0.581,-1.10237,4
TOI_1291,TOI-1291,428.123,245.818,62.9251,,6139.95,1.8109,1.2,0.64816,1
Kepler_1934,Kepler-1934,428.514,290.919,37.2872,,5925,1.035,0.968,0.1085,1
K2_386,K2-386,428.785,18.3,7.01303,,5749,0.97,0.911,-0.01919,1
Kepler_1107,Kepler-1107,428.798,291.05,39.1417,,5268,0.82,0.86,-0.41703,1
NGTS_8,NGTS-8,428.976,328.976,-14.0684,K0 V,5241,0.98,0.89,-0.20993,1
Kepler_1825,Kepler-1825,430.254,292.514,42.6518,,5123,0.847,0.828,-0.53158,1
K2_409,K2-409,431.031,228.455,-16.3513,G4,5742,1.228,0.886,0.17248,1
Kepler_845,Kepler-845,431.051,290.958,49.2037,,4913,0.75,0.79,-0.60474,1
WASP_60,WASP-60,431.052,356.667,31.1559,G1 V,5900,1.17,1.19,0.34748,1
Kepler_1164,Kepler-1164,431.622,287.53,38.8945,,5183,0.79,0.85,-0.39926,1
Kepler_844,Kepler-844,431.776,287.858,48.774,,4128,0.57,0.59,-0.92083,1
Kepler_18,Kepler-18,433.047,298.079,44.7462,,5345,1.108,0.972,-0.031,3
Kepler_190,Kepler-190,433.387,288.584,44.7338,,5106,0.795,0.834,-0.44055,2
Kepler_1804,Kepler-1804,434.456,301.343,44.6722,,5109,1.671,0.929,-0.51152,1
Kepler_161,Kepler-161,434.632,290.516,43.0839,,5078,0.806,0.853,-0.44679,2
Kepler_304,Kepler-304,434.684,294.442,40.5575,,4731,0.687,0.737,-0.6616,4
WASP_72,WASP-72,434.754,41.0401,-30.1691,F7,6250,2.18,2.78,0.724,1
TOI_2382,TOI-2382,434.92,356.375,-16.1141,,6033,1.417,1.26,0.37967,1
WASP_113,WASP-113,435.156,224.873,46.9601,G1,5890,1.608,1.318,0.51621,1
TOI_2420,TOI-2420,435.174,14.8268,-19.7712,,5707,2.369,1.158,0.68664,1
