---,Name,DistancePc,RaDeg,DecDeg,SpectralType,TeffK,RadiusSun,MassSun,Log10LumSun,PlanetCount
Kepler_678,Kepler-678,1826.15,295.455,50.4945,,5520,0.91,0.94,0.44927,1
Kepler_1211,Kepler-1211,1826.53,285.721,40.8569,,5705,0.94,0.96,0.13445,1
MOA_2022_BLG_033L,MOA-2022-BLG-033L,1840,272.876,-25.0531,F7 V,5772,1,0.51,0,1
Kepler_1268,Kepler-1268,1840.77,287.838,43.1532,,5904,1.09,1.06,0.34483,1
Kepler_1527,Kepler-1527,1842.13,297.414,46.0608,,6224,1.32,1.21,0.48222,1
Kepler_1478,Kepler-1478,1845.58,293.165,41.7462,,5904,1.06,1.04,0.30415,1
Kepler_584,Kepler-584,1848.84,288.231,42.4136,,6195,1.24,1.17,0.52004,1
Kepler_1294,Kepler-1294,1855.7,291.268,44.4882,,5776,0.97,0.99,0.42138,1
Kepler_366,Kepler-366,1856.28,296.852,49.0844,,6209,1.048,1.088,0.57277,2
Kepler_223,Kepler-223,1859.71,298.318,47.2795,,5803,1.72,1.125,0.37128,4
Kepler_1640,Kepler-1640,1859.78,294.558,40.8505,,6324,1.43,1.27,0.47,1
Kepler_433,Kepler-433,1878.31,297.594,40.9773,,6360,2.26,1.46,0.88,1
OGLE_2014_BLG_0676L,OGLE-2014-BLG-0676L,1880,268.102,-30.5484,,5772,1,0.6,0,1
Kepler_762,Kepler-762,1898.26,291.276,47.3295,,5944,1.08,1.06,0.31816,1
